#OTU ID	BC01	BC02	BC03	BC04	BC05	BC06	BC07	BC08	BC09	BC14	BC15	BC16	BC17	BC18	BC19	BC20	BC21	BC22	BC23	BC24	BC25	BC26	BC27	BC28	BC29	BC30	BC31	BC32	BC33	Bc34	Bc35	Bc36	Bc37	BC38	BC39	BC40	BC41	BC42	BC43	BC44	BC45	BC46	BC47	BC49	BC50	BC52	BC53	BC54
OTU_537	276	131	102	117	230	176	185	118	97	150	1341	621	94	156	347	219	155	1121	503	237	98	408	135	76	338	280	278	347	215	31	26	21	103	46	392	347	212	182	285	330	204	269	221	15	244	117	423	299
OTU_6759	9	8	5	1	2	0	2	6	0	5	103	13	1	4	2	3	5	29	72	4	1	5	3	0	2	3	6	0	16	4	14	9	10	1	11	7	3	5	8	9	6	18	24	0	3	3	24	3
OTU_3422	133	75	95	16	42	17	28	45	63	66	593	277	20	26	155	88	40	428	361	88	56	196	431	53	130	125	107	146	80	19	13	16	72	23	153	130	97	66	90	130	89	103	135	2	82	74	132	80
OTU_89	12	1	3	1	3	0	64	7	6	11	18	0	8	13	2	2	2	2	5	9	2	1	1	7	0	10	2	16	0	55	77	0	1	0	4	2	4	4	11	8	2	0	22	0	1	2	3	31
OTU_2343	259	105	38	41	49	109	29	61	64	85	626	240	55	44	138	83	68	361	301	86	72	226	55	40	121	100	88	103	101	44	15	21	38	20	114	87	42	94	110	142	84	103	113	5	95	86	59	85
OTU_2551	37	27	9	1	3	5	6	10	7	12	141	56	7	6	27	18	16	215	195	13	23	42	17	2	10	8	18	11	21	12	1	2	6	2	8	14	9	8	11	5	6	15	8	1	11	11	13	3
OTU_1078	30	0	17	6	1	15	7	10	6	10	111	43	6	14	20	22	5	102	178	12	6	41	19	1	22	17	6	28	34	0	3	0	3	7	16	14	10	7	25	12	10	12	16	1	18	11	17	11
OTU_21	286	75	138	39	76	78	130	185	164	290	3446	1266	65	108	187	143	213	2089	1351	58	459	195	615	53	98	68	76	72	59	54	601	822	413	6	58	60	57	40	56	80	47	96	160	9	75	66	148	101
OTU_6568	22	11	13	3	3	11	60	5	18	15	180	50	3	18	13	8	5	62	75	8	4	18	18	11	11	11	14	22	10	9	8	1	9	2	11	8	16	7	7	26	11	49	12	0	6	13	28	6
OTU_31332	29	0	0	0	1	0	0	0	2	1	12	14	0	0	5	11	2	4	7	0	1	6	3	0	4	0	3	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
OTU_580	318	142	119	66	81	106	369	119	89	169	1282	468	125	207	332	143	107	963	1116	230	120	281	77	45	178	114	175	191	75	82	52	84	111	33	230	180	112	127	193	178	108	162	142	9	144	101	179	124
OTU_23	212	98	25	75	67	33	121	86	66	143	1247	657	62	46	4901	125	94	813	714	69	179	168	113	30	70	134	92	96	83	59	213	86	131	15	89	107	67	88	145	128	97	74	93	6	49	78	76	48
OTU_11101	70	7	7	8	55	11	2	22	36	18	226	160	8	5	22	46	22	273	130	11	39	44	2	1	9	8	2	15	13	0	1	0	70	2	19	5	3	9	14	11	6	25	17	2	9	29	12	22
OTU_2111	134	68	86	37	85	120	26	65	80	81	741	450	40	94	157	158	43	424	359	63	72	257	55	32	133	114	96	186	125	23	24	15	91	12	130	139	69	114	85	134	95	159	116	12	141	106	152	151
OTU_14	1048	265	198	269	493	683	176	784	507	758	8597	2881	188	284	669	551	425	3439	3884	252	608	814	502	235	501	540	538	720	334	20	206	117	1253	80	550	577	469	443	412	683	376	1063	1018	51	453	594	940	796
OTU_26636	27	5	5	0	0	1	0	2	6	2	90	24	2	7	0	1	2	27	50	2	4	4	6	0	1	1	1	0	6	1	2	0	4	0	2	2	2	0	2	9	2	3	12	0	0	3	1	3
OTU_12795	1	0	0	0	1	4	1	2	2	2	15	1	0	14	4	0	0	2	13	2	0	16	1	0	2	0	3	2	0	0	0	0	1	0	1	0	5	0	0	2	1	3	1	0	4	1	1	1
OTU_8715	106	10	14	18	24	92	97	21	36	36	227	134	27	17	20	42	37	92	200	30	16	27	5	4	12	19	11	23	22	0	77	42	73	0	30	0	15	14	12	15	9	12	14	4	26	36	42	40
OTU_2143	77	25	21	11	17	2	27	15	28	26	226	137	21	25	50	35	7	170	264	49	62	75	23	6	17	40	29	26	28	0	30	0	4	3	25	46	21	17	38	25	21	19	28	0	10	10	25	17
OTU_5506	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_15918	26	7	5	4	8	5	1	9	15	15	167	40	0	0	8	8	3	59	75	3	21	13	6	7	3	11	20	5	4	7	70	17	15	0	3	9	5	2	4	20	7	5	8	1	8	11	13	16
OTU_35	69	63	16	48	84	70	141	91	79	90	950	311	35	45	46	54	59	848	630	35	149	52	10	22	30	35	47	77	19	2	45	1	417	5	46	41	21	19	9	39	23	4	99	9	29	38	104	108
OTU_5082	1	2	0	0	1	0	0	0	0	1	4	0	0	0	4	0	0	4	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_22819	6	3	0	0	2	0	3	0	2	0	15	7	1	2	10	6	0	10	3	0	5	2	4	0	0	3	1	6	4	4	1	0	2	0	0	6	1	1	1	0	0	0	0	0	0	0	0	1
OTU_20266	2	1	0	0	0	0	0	0	1	0	15	3	2	0	3	1	0	16	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2017	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_5543	59	23	33	13	31	47	8	35	22	34	378	133	12	34	59	48	31	163	102	35	22	107	43	30	62	37	42	70	28	23	146	79	34	4	52	44	27	41	32	32	32	56	61	7	28	66	101	26
OTU_4336	34	22	9	7	16	19	7	13	25	17	213	87	7	11	32	29	25	191	152	30	22	61	125	6	23	23	17	37	34	0	1	0	16	3	20	13	19	15	26	18	12	13	28	3	12	13	24	20
OTU_920	426	235	116	78	103	115	35	143	109	120	1520	623	63	97	315	148	91	604	849	133	141	367	277	89	213	219	174	328	205	103	48	38	130	27	246	201	163	182	267	249	157	229	177	9	121	182	306	253
OTU_27	131	194	46	3	12	3	3	82	119	130	1717	692	87	42	364	185	119	1806	1537	18	252	274	78	32	84	41	18	23	18	13	293	270	58	2	12	17	11	10	10	16	9	51	87	5	34	17	31	32
OTU_31881	5	10	0	2	0	1	4	1	5	0	16	4	3	0	7	11	4	29	12	5	0	2	4	0	0	0	0	0	0	0	3	0	2	0	0	1	0	1	0	1	0	1	1	0	5	10	1	1
OTU_2472	197	134	136	25	49	136	54	55	153	47	415	311	26	67	116	75	47	485	339	74	40	180	56	26	89	64	59	166	38	21	27	28	44	13	81	81	49	41	54	75	47	104	112	5	59	46	54	61
OTU_31524	5	20	7	0	1	1	2	4	2	7	9	6	0	2	19	2	0	4	10	1	4	4	1	0	3	10	9	1	5	2	0	0	2	0	8	0	2	2	8	4	1	0	2	1	4	11	2	6
OTU_29747	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_8476	17	17	6	2	9	3	4	15	16	12	337	90	7	30	84	15	11	74	44	19	28	38	16	9	26	67	24	15	35	5	6	2	52	5	27	43	28	31	23	20	15	30	39	1	17	17	44	17
OTU_499	56	11	2	12	21	24	10	12	8	10	212	128	16	3	490	17	30	158	145	11	33	25	4	0	10	4	10	23	12	15	3	6	22	4	20	9	8	20	56	30	20	9	14	5	1	6	5	13
OTU_10443	16	3	1	2	3	5	2	5	6	4	67	21	1	1	9	22	9	18	13	7	6	15	6	0	0	8	18	18	6	1	0	1	12	1	6	13	9	8	7	5	4	19	13	0	8	13	28	2
OTU_594	50	7	35	12	15	21	73	22	20	18	240	75	49	21	90	33	15	259	179	66	45	64	29	3	58	45	41	52	49	0	1	0	10	7	48	46	29	30	42	50	37	43	31	4	25	35	24	15
OTU_1444	264	254	185	23	169	69	100	51	225	82	1084	336	67	122	1355	86	140	564	1031	164	246	277	64	49	223	157	102	180	88	278	61	41	69	10	106	153	125	85	134	145	91	115	112	13	105	113	154	138
OTU_2540	123	65	61	37	31	110	58	55	80	50	656	255	47	79	159	82	53	393	304	67	91	192	94	40	122	93	108	230	78	28	28	19	66	12	110	93	88	76	69	119	78	159	164	13	67	161	186	116
OTU_877	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_96	5	8	0	2	5	27	0	9	4	7	76	16	0	0	5	1	6	6	57	1	12	5	5	0	1	13	0	1	6	0	2	0	52	0	4	1	0	1	1	5	0	9	9	0	1	9	0	8
OTU_9005	43	9	2	3	11	25	25	20	4	8	114	60	6	9	9	8	15	81	66	19	15	20	1	0	6	2	10	12	8	0	0	0	21	1	5	6	10	11	2	14	2	35	34	0	9	9	32	2
OTU_148	36	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2	17	0
OTU_19636	12	9	0	2	14	0	5	3	17	0	16	15	2	0	5	1	6	30	18	1	0	2	0	0	0	0	2	2	2	2	2	0	1	0	1	1	2	0	0	1	0	0	0	1	1	0	0	0
OTU_7318	51	0	1	3	5	3	3	13	6	10	57	24	1	1	9	2	9	29	15	0	14	6	5	2	0	1	3	9	1	1	29	22	9	0	1	0	2	0	2	1	6	0	10	0	5	1	4	10
OTU_28931	35	3	15	1	2	0	58	1	0	2	8	0	0	1	0	0	4	0	3	0	0	10	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_18139	15	4	5	1	1	10	2	8	23	19	101	43	0	20	2	2	3	68	74	4	6	10	2	11	0	0	0	1	0	84	8	3	57	0	0	1	0	2	3	2	0	2	3	0	0	0	0	2
OTU_4597	19	2	3	7	6	51	5	4	13	14	104	30	1	2	10	4	9	43	34	7	16	13	4	3	7	5	14	2	8	0	2	0	11	0	3	12	3	16	7	3	5	19	15	1	6	8	31	6
OTU_53	61	60	5	6	29	0	94	5	33	5	39	45	14	6	27	16	32	4	22	32	3	63	514	4	21	5	9	18	2	368	93	7	26	3	1	4	3	1	2	1	3	2	17	0	6	1	20	5
OTU_5528	32	6	1	2	17	9	19	19	28	17	158	70	7	0	16	6	5	60	106	6	21	10	10	3	16	9	15	18	10	0	0	0	50	2	9	10	4	5	11	12	3	15	20	0	8	17	32	38
OTU_3537	93	17	46	4	32	2	1	47	29	126	823	293	12	52	32	46	64	729	226	6	82	74	685	11	32	16	39	23	21	6	6	28	84	0	8	12	10	11	20	7	9	29	18	0	7	26	21	19
OTU_32121	7	5	0	1	2	0	0	0	2	0	2	2	0	0	1	1	1	2	6	0	0	4	0	0	3	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
OTU_10159	14	3	4	2	7	2	10	21	16	50	659	75	8	0	76	26	14	166	212	14	42	17	1	12	9	2	4	2	3	0	0	0	26	1	13	3	2	0	3	5	0	4	9	0	4	0	2	3
OTU_1247	3	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	1	0	0	0	0	3	2	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	2
OTU_4433	23	16	11	6	6	17	5	6	12	5	104	55	5	18	23	16	15	41	112	12	25	24	11	4	44	28	14	25	13	3	3	69	6	0	15	27	12	7	30	23	19	10	36	1	26	19	51	39
OTU_149	22	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	3	2	0	2	0	0	0	2	0	0	6	0	0	0	0	0	2	2	0	2	2	2	0	0	0	0	0	0	19	0
OTU_37	119	42	36	25	48	27	63	53	116	73	791	261	18	43	82	49	42	272	406	42	69	98	88	16	39	23	19	39	21	2	30	4	162	2	26	31	17	13	9	25	16	97	57	0	21	38	38	49
OTU_12374	3	3	5	0	1	0	1	6	0	3	28	10	2	1	5	12	2	10	9	2	0	8	1	0	1	3	1	3	1	1	1	10	9	1	10	13	6	1	6	0	0	7	4	0	2	18	0	0
OTU_17594	32	8	0	0	6	0	2	0	8	4	21	31	0	0	5	0	2	18	7	0	2	12	333	0	1	3	2	4	1	3	0	0	4	0	0	1	0	0	3	3	0	1	7	0	0	0	1	4
OTU_10041	1	3	5	1	1	1	0	6	0	1	9	10	2	2	4	2	2	3	1	0	4	1	0	0	2	0	2	0	3	3	1	0	0	0	2	2	0	3	3	0	0	0	0	1	0	1	1	3
OTU_9150	37	10	14	8	17	26	3	8	18	20	96	43	6	5	44	6	3	35	38	18	19	31	20	0	22	14	17	19	7	3	3	7	12	3	37	13	9	9	19	17	19	27	19	0	12	19	28	18
OTU_18013	1	0	0	0	0	4	1	1	1	1	18	0	1	0	4	0	1	3	2	0	0	3	1	0	0	3	0	5	0	0	0	0	2	0	1	0	0	0	0	0	0	7	0	0	0	4	0	1
OTU_10316	65	45	10	1	14	1	60	9	8	12	84	23	15	23	127	6	6	80	149	53	12	80	5	0	20	13	23	4	14	36	11	17	3	0	11	6	14	11	17	9	18	6	8	1	4	3	2	21
OTU_31	129	89	30	27	216	160	3	132	43	102	1016	296	29	25	146	76	64	386	265	85	90	195	29	22	134	167	160	158	141	0	1	0	103	19	183	215	122	82	91	134	113	142	184	9	141	211	329	242
OTU_12889	54	22	9	6	12	19	17	18	27	17	408	168	11	11	66	49	40	191	297	8	49	22	40	2	4	12	17	34	7	2	16	0	11	2	28	16	27	11	14	21	8	3	11	0	9	27	14	25
OTU_20261	21	1	5	1	3	0	0	4	2	0	24	4	0	0	1	0	0	5	27	0	1	1	2	0	0	3	4	0	0	1	1	0	0	0	3	0	5	0	1	0	1	4	1	1	0	0	2	0
OTU_9476	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_117	5	28	0	1	6	3	3	2	3	3	10	22	7	2	19	2	0	2	2	4	3	13	0	1	2	4	1	1	1	5	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0
OTU_655	8	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3046	153	16	17	41	31	55	4	40	40	29	330	66	7	19	87	20	43	334	203	34	29	110	22	4	85	68	73	78	76	0	1	2	38	10	93	72	48	47	58	55	53	92	82	5	79	37	32	70
OTU_15360	26	9	0	10	6	20	4	17	9	10	127	71	3	1	24	15	7	68	30	2	23	9	4	8	7	2	9	16	4	0	1	1	23	0	5	9	6	10	15	10	4	8	20	1	5	1	6	7
OTU_3488	7	5	1	3	3	2	2	3	12	3	38	19	2	6	1	2	2	9	27	0	3	8	10	0	3	1	1	1	6	2	2	0	6	0	0	3	0	1	1	3	0	1	4	1	3	0	0	13
OTU_599	27	15	0	5	21	5	8	5	18	11	97	62	16	5	40	26	20	100	116	9	15	60	18	0	7	13	9	11	12	5	1	7	15	1	16	24	9	8	15	6	10	12	7	2	2	3	12	8
OTU_20536	8	0	1	0	3	1	1	5	1	1	38	29	2	4	3	0	6	13	7	0	2	1	2	1	3	5	3	1	1	0	0	8	0	4	2	3	3	4	8	3	3	9	7	1	1	1	1	3
OTU_1118	78	95	92	18	86	14	34	55	62	125	845	485	33	119	208	68	58	417	733	59	131	206	837	29	77	135	90	120	33	64	203	10	136	12	54	58	38	41	51	83	50	103	162	8	44	47	65	45
OTU_2876	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12891	49	0	4	2	1	0	12	1	2	3	24	3	5	9	17	11	2	11	11	8	0	6	11	0	8	3	1	3	2	3	1	0	21	0	6	5	6	7	9	5	5	15	1	0	1	4	5	0
OTU_10278	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1033	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_8333	22	15	5	10	16	1	6	9	13	1	125	72	18	14	50	18	9	158	73	19	26	44	21	1	31	16	18	42	11	7	3	20	6	6	36	26	17	16	28	35	14	18	14	4	8	7	6	4
OTU_12495	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10524	13	1	5	2	0	0	3	28	7	57	800	131	5	16	33	40	50	269	248	5	87	13	4	22	11	13	6	17	11	1	0	2	46	0	6	3	2	4	1	3	11	5	13	0	6	9	2	0
OTU_3130	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_22251	6	7	5	1	3	1	1	2	0	6	24	23	5	6	32	22	5	15	18	6	4	14	4	3	0	7	2	5	3	0	0	0	0	0	4	5	2	2	2	1	2	2	0	1	0	3	0	2
OTU_11070	42	25	21	9	11	24	10	4	13	13	124	91	11	14	13	5	4	72	52	21	11	38	22	9	15	18	19	39	19	9	13	13	29	1	18	14	11	18	19	34	17	33	16	4	34	18	48	25
OTU_9953	16	4	5	3	50	1	1	11	15	15	102	11	1	0	6	6	0	37	39	9	0	15	0	1	2	5	13	4	2	1	1	0	28	1	1	10	0	9	8	13	2	11	21	0	5	2	19	8
OTU_8336	22	9	12	15	2	8	3	8	5	19	75	41	3	10	26	20	8	55	82	6	5	28	16	1	10	10	25	12	12	0	6	2	5	4	17	8	13	11	14	9	12	10	22	1	9	18	10	11
OTU_31351	96	72	9	12	44	35	0	24	27	37	214	111	7	7	49	10	20	155	162	6	13	30	6	10	7	37	15	22	4	76	74	2	77	1	7	17	12	3	26	16	3	7	11	1	12	26	23	18
OTU_3505	133	28	34	10	53	19	81	34	37	67	520	218	35	45	102	36	36	447	422	94	97	108	46	9	35	36	43	42	56	14	21	32	22	11	61	65	42	47	93	50	44	72	42	3	23	33	44	35
OTU_24031	16	2	1	0	5	1	2	0	4	1	31	15	1	2	2	5	1	11	17	1	3	12	3	0	2	4	1	11	1	2	0	0	2	0	1	0	0	10	3	8	0	1	3	0	1	1	0	20
OTU_7803	94	140	27	4	25	26	24	22	30	10	176	88	7	13	43	7	27	101	129	8	46	41	3	10	10	6	6	33	14	292	54	14	52	0	5	4	9	10	7	6	7	5	23	0	6	12	10	37
OTU_15815	20	2	0	0	1	1	0	2	2	0	73	8	3	0	1	2	0	7	17	2	2	6	2	0	0	0	1	3	5	2	0	1	0	0	1	3	1	2	1	2	6	2	2	0	3	1	1	10
OTU_5745	54	41	2	7	29	14	3	18	6	14	167	53	8	2	50	23	15	84	139	8	38	42	5	0	9	13	14	18	13	8	0	2	3	3	19	9	9	19	16	10	15	5	19	4	10	13	5	9
OTU_5344	26	3	4	19	11	39	2	14	10	17	280	36	13	2	14	15	3	107	51	21	10	43	15	8	45	22	29	48	21	1	3	22	8	8	30	31	29	22	42	25	34	100	39	5	23	34	42	33
OTU_29755	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6245	34	4	0	3	4	3	13	16	15	19	94	44	1	22	19	10	3	35	33	14	5	21	20	2	39	23	16	46	22	2	5	47	9	1	37	25	18	15	24	29	22	48	36	1	46	14	43	24
OTU_29759	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_50	73	107	0	6	19	1	209	9	52	45	110	33	14	0	65	17	19	51	77	16	5	54	4	12	7	17	11	23	7	575	212	12	9	1	7	11	5	10	7	11	12	15	44	5	43	8	16	24
OTU_12999	52	13	16	2	4	9	2	13	11	18	125	66	7	40	57	7	6	32	38	11	10	49	14	9	19	33	28	40	22	5	1	1	13	0	14	18	6	10	16	20	14	27	32	0	8	19	18	10
OTU_43	89	21	7	12	26	17	60	34	11	25	1163	130	10	4	26	39	16	238	188	16	46	36	16	0	20	44	28	39	24	0	12	2	77	1	18	11	8	5	17	38	25	13	26	2	12	38	21	19
OTU_18884	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23887	91	0	14	0	1	1	1	0	1	5	18	2	1	0	40	0	0	8	8	3	0	0	4	0	0	6	1	1	0	2	1	1	0	0	7	0	3	2	0	9	5	1	3	1	3	15	3	3
OTU_2130	267	68	56	18	62	27	54	84	85	120	856	284	39	99	182	73	90	467	391	56	84	176	45	38	153	91	108	118	79	20	16	24	63	15	77	75	65	36	93	90	71	91	97	9	64	81	106	111
OTU_77	30	6	2	2	42	2	0	7	23	8	99	20	1	2	20	16	18	35	69	9	54	25	0	4	6	0	6	4	3	75	35	16	9	0	0	1	1	0	5	2	4	1	2	0	1	1	5	0
OTU_9957	21	17	16	8	15	4	5	7	12	17	169	72	8	1	31	11	21	87	83	18	19	27	20	6	14	15	13	26	17	1	51	9	31	2	12	17	14	12	26	9	20	17	14	0	11	15	31	24
OTU_23034	192	30	199	147	18	19	4235	10	12	146	599	97	798	277	646	623	397	162	118	588	32	1880	77	68	631	61	106	1530	55	0	0	0	0	8	60	28	22	843	41	27	53	57	25	25	145	32	28	521
OTU_4319	64	23	22	9	17	0	62	4	66	24	123	79	12	12	43	11	16	180	173	26	45	39	23	6	3	6	3	6	0	0	1	0	1	2	4	15	2	8	6	8	6	7	2	2	1	6	3	4
OTU_17550	7	1	0	0	0	0	1	0	0	1	2	0	1	0	0	2	0	2	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0
OTU_22468	4	0	0	0	0	0	2	3	0	2	12	4	1	0	3	0	7	5	6	3	1	0	1	2	2	2	2	3	1	1	0	1	0	0	0	0	1	1	2	0	1	0	0	0	0	4	5	2
OTU_4503	84	35	8	14	41	78	3	31	53	21	402	204	9	40	101	41	21	243	135	17	75	59	13	8	52	29	43	49	27	2	57	1	171	2	53	47	37	30	61	60	32	34	43	2	36	34	37	126
OTU_3297	1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1860	230	52	37	61	45	182	172	51	110	26	486	194	47	41	63	58	28	162	143	96	50	170	334	28	77	74	61	147	63	96	77	13	64	12	85	89	82	68	56	66	53	150	113	2	36	89	98	82
OTU_11972	13	1	9	4	16	1	6	11	10	8	72	71	7	3	10	13	10	125	32	7	11	22	11	7	28	46	21	16	20	0	3	59	3	3	24	23	11	13	23	22	11	8	13	0	16	10	16	57
OTU_25721	4	1	1	0	0	0	0	1	0	10	25	5	0	0	5	4	0	81	6	1	7	3	1	0	5	0	0	1	1	0	0	13	1	0	0	0	1	5	0	0	2	0	1	0	0	1	0	0
OTU_15685	5	2	1	0	5	1	0	4	0	4	52	14	2	0	3	5	1	25	21	3	3	6	4	0	0	3	0	0	3	0	2	1	2	0	1	6	2	1	6	3	6	2	0	0	1	1	2	0
OTU_15024	29	19	4	4	32	2	12	5	12	9	139	35	7	7	79	10	14	90	43	20	7	29	13	3	11	11	6	10	10	2	1	20	1	1	13	8	8	12	11	7	5	4	9	0	6	4	7	7
OTU_2978	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18875	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_55	7	0	0	0	4	0	0	10	3	0	1044	23	1	0	5	1	13	14	15	0	3	9	139	2	2	16	7	15	5	0	0	0	0	0	0	2	2	10	3	6	1	9	11	0	7	5	9	12
OTU_17889	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10988	26	16	4	5	1	1	41	2	4	4	65	43	42	23	29	18	4	39	58	59	15	25	7	7	6	7	10	14	3	1	4	0	5	2	2	12	9	2	6	6	8	10	7	1	3	5	8	2
OTU_897	92	36	46	39	51	46	7	38	31	34	282	170	25	31	71	31	21	236	123	79	20	113	25	7	48	67	42	54	76	0	1	0	18	13	69	56	46	46	59	61	34	54	33	8	44	35	45	48
OTU_591	76	50	44	30	49	41	34	61	54	75	637	283	39	60	152	59	40	225	320	75	68	185	48	12	82	117	105	154	69	6	60	19	62	16	134	85	74	64	77	106	62	118	92	1	67	78	120	97
OTU_24687	2	1	0	0	0	1	1	3	6	1	35	17	0	2	4	5	0	66	16	1	1	7	3	6	0	0	1	2	1	1	4	0	1	1	0	0	1	0	3	3	1	12	1	0	0	2	11	0
OTU_5583	62	17	4	17	25	14	0	15	21	15	524	125	10	23	66	20	18	206	148	24	20	66	134	0	12	35	14	21	26	89	37	5	2	4	22	27	12	16	15	27	10	25	32	5	14	21	22	5
OTU_9	10	1	2	1	2	3	3	1	1	8	47	33	1	0	19	4	4	82	60	1	12	3	5	1	3	0	7	5	2	0	1	0	1	1	6	5	0	3	3	29	5	11	15	0	4	0	1	5
OTU_33	120	212	13	31	68	41	37	76	132	100	912	332	32	5	174	76	60	666	529	26	173	122	32	15	37	54	39	65	29	144	168	22	122	10	53	44	27	39	23	43	43	72	62	4	59	38	111	59
OTU_66	49	0	1	2	5	13	2	28	10	19	31	68	0	12	17	9	3	24	77	12	1	28	23	8	47	28	21	38	21	0	0	0	0	3	26	13	28	13	25	16	19	52	54	1	45	12	45	90
OTU_1537	13	0	1	0	3	0	13	0	1	1	5	1	3	4	13	2	0	3	4	10	0	4	1	0	0	1	7	8	0	0	0	0	0	1	2	0	1	2	0	0	1	1	0	0	3	0	10	2
OTU_1519	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_82	4	2	17	0	0	2	31	20	12	0	18	26	8	0	10	9	4	17	60	22	1	6	5	22	7	13	9	40	13	0	0	0	0	2	12	24	12	5	10	20	4	27	13	0	8	10	23	29
OTU_18423	22	12	5	2	0	0	0	8	12	20	141	59	4	18	9	3	13	64	53	1	11	12	2	19	14	1	0	0	0	0	0	2	45	0	1	0	0	1	1	1	2	3	0	0	4	2	1	1
